Engineer,JobDate,JobNumber ,ClientName,SITENAME,Product,Vendor,ServiceType,TimeIN,TimeOUT,JobStatus ,NonClosureReason,Remarks,KMStart,KMEnd,SalesRep,Location,Area / City,NatureOfJob,CostCentre,Day,Actual Hours,School ID - SLP
SHIJO,12-Nov-18,5561,Blue Bell Computers,Blue Bell Computers,L382,EPSON,REPAIR,12:30 PM,02:30 PM,completed,head side cover missing,,,,,,,,,,,
SHIJO,12-Nov-18,5562,Cash Customer -Elegant ,Cash Customer -Elegant ,L382,EPSON,REPAIR,02:30 PM,05:00 PM,completed,ink pad error,,,,,,,,,,,
SHIJO,13-Nov-18,5062,Red Rose electronics,Red Rose electronics,L386,EPSON,REPAIR,01:00 PM,02:00 PM,completed,Paper jam,,,,,,,,,,,
SHIJO,13-Nov-18,,,,,BROTHER,TRAINING,10.00AM,05.00PM,TRAINING,SC2000/,,,,,,,,,,,
SHIJO,14-Nov-18,16863,Grand PCD Trading,Grand PCD Trading,LQ-350,EPSON,REPAIR,08:00 AM,09:00 AM,Parts Waiting,,,,,,,,,,,,
SHIJO,14-Nov-18,17482,Blue king general trading,Blue king general trading,LQ-350,EPSON,REPAIR,09:00 AM,10:00am,COMPLETED,,,,,,,,,,,,
SHIJO,14-Nov-18,17428,Kamram/Super Cad trading LLC,Kamram/Super Cad trading LLC,LQ-2190,EPSON,REPAIR,10:00 AM,11:00 AM,COMPLETED,,,,,,,,,,,,
SHIJO,14-Nov-18,17404,Daneel/Ali,Daneel/Ali,L382,EPSON,REPAIR,11:00AM,12:00 PM,COMPLETED,,,,,,,,,,,,
SHIJO,14-Nov-18,17448,INTIDHAR ALAM COMPUTERS SPARE PARTS TRADING,INTIDHAR ALAM COMPUTERS SPARE PARTS TRADING,L3050,EPSON,REPAIR,12:00 PM,02:00 PM,NOZZLE BLOCK,COMPLETED,,,,,,,,,,,
SHIJO,14-Nov-18,17398,True Value Computers LLC,True Value Computers LLC,L365,EPSON,REPAIR,02:00 PM,03:00 PM,NOZZLE BLOCK,COLLECTED,,,,,,,,,,,
SHIJO,14-Nov-18,16863,Grand PCD Trading,Grand PCD Trading,LQ-350,EPSON,REPAIR,08:00 AM,09:00 AM,Parts Waiting,COLLECTED,,,,,,,,,,,
SHIJO,14-Nov-18,17057,Eurotek,Eurotek,LQ350,EPSON,REPAIR,04:00 PM,05:00 PM,PARTS GET,COMPLETED,,,,,,,,,,,
SHIJO,15-Nov-18,17282,Ali Arslan,Ali Arslan,L805,EPSON,REPAIR,08:00 AM,09:00 AM,All lights are blinking,PARTS WAITING,,,,,,,,,,,
SHIJO,15-Nov-18,17518,High rise,High rise,D600,BROTHER,REPAIR,09:00 AM,10:00am,TESTED,PRINT HEAD WAITING,,,,,,,,,,,
SHIJO,15-Nov-18,17519,High rise,High rise,D600,BROTHER,REPAIR,10:00 AM,11:00 AM,TESTED,PRINT HEAD WAITING,,,,,,,,,,,
SHIJO,15-Nov-18,17304,Rascotec LLL,Rascotec LLL,L220,EPSON,REPAIR,11:00AM,12:00 PM,PARTS WAITING,,,,,,,,,,,,
SHIJO,15-Nov-18,17556,ROYAL TASTE CATERING,ROYAL TASTE CATERING,L550,EPSON,REPAIR,12:00 PM,02:00 PM,WAITING QUOTE REPLY,,,,,,,,,,,,
SHIJO,15-Nov-18,17557,ROYAL TASTE CATERING,ROYAL TASTE CATERING,L550,EPSON,REPAIR,02:00 PM,03:00 PM,WAITING QUOTE REPLY,,,,,,,,,,,,
SHIJO,15-Nov-18,17428,Kamram/Super Cad trading LLC,Kamram/Super Cad trading LLC,LQ-2190,EPSON,REPAIR,10:00 AM,11:00 AM,COMPLETED,,,,,,,,,,,,
SHIJO,17-Nov-18,17625,ORGANIC EXHIPTN ORGANIC EXHIPTN,,C7500/C3500,EPSON,INSTALATION,,,DEMO  MACHINE,,,,,,,,,,,,
SHIJO,19-Nov-18,17518,High rise,High rise,D600,BROTHER,REPAIR,08:00 AM,09:00 AM,PARTS WAITING,,,,,,,,,,,,
SHIJO,19-Nov-18,17519,High rise,High rise,D600,BROTHER,REPAIR,09:00 AM,10:00am,PARTS WAITING,,,,,,,,,,,,
SHIJO,19-Nov-18,17304,Rascotec LLL,Rascotec LLL,L220,EPSON,REPAIR,10:00 AM,11:00 AM,TESTED,,,,,,,,,,,,
SHIJO,19-Nov-18,17556,ROYAL TASTE CATERING,ROYAL TASTE CATERING,L550,EPSON,REPAIR,11:00AM,12:00 PM,PARTS WAITING,,,,,,,,,,,,
SHIJO,19-Nov-18,17428,Kamram/Super Cad trading LLC,Kamram/Super Cad trading LLC,LQ-2190,EPSON,REPAIR,12:00 PM,02:00 PM,TESTED,,,,,,,,,,,,
SHIJO,19-Nov-18,17557,ROYAL TASTE CATERING,ROYAL TASTE CATERING,L550,EPSON,REPAIR,02:00 PM,03:00 PM,TESTED,,,,,,,,,,,,
SHIJO,19-Nov-18,16863,Grand PCD Trading,Grand PCD Trading,LQ-350,EPSON,REPAIR,03:00 PM,05:00 PM,TESTED,,,,,,,,,,,,
SHIJO,20-Nov-18,17283,Blue Bell Computers ,Blue Bell Computers ,L805,EPSON,REPAIR,8:00AM,10:00 AM,WAITING INK,,,,,,,,,,,,
SHIJO,20-Nov-18,5058,Cash customer,Cash customer,stylus photo T50,EPSON,REPAIR,10.00AM,10.20AM,COMPLETED,Printing problem. Lines on the paper,,,,,,,,,,,
SHIJO,20-Nov-18,5994,SATYA,SATYA,L365,EPSON,REPAIR,10:20 AM,11:25 AM,ABNORMAL PRINTING,line- while printing,,,,,,,,,,,
SHIJO,20-Nov-18,6080,Shirts corner,Shirts corner,L365,EPSON,REPAIR,11:25am,01:00 PM,COMPLETED,head issue,,,,,,,,,,,
SHIJO,20-Nov-18,5061,Hyundai Mobis,Hyundai Mobis,LW-900P,EPSON,REPAIR,01:00 PM,02:00 PM,completed,internet explorer 11 not printing,,,,,,,,,,,
SHIJO,20-Nov-18,5062,Red Rose electronics,Red Rose electronics,L386,EPSON,REPAIR,02:00 PM,04:00 PM,completed,Paper jam,,,,,,,,,,,
SHIJO,20-Nov-18,5079,ARCWELD,ARCWELD,L355,EPSON,REPAIR,04:00 PM,05:00 PM,collected,porous pad problem,,,,,,,,,,,
SHIJO,21-Nov-18,5085,Netcare computer,Netcare computer,L382,EPSON,REPAIR,08:00 AM,10:00AM,completed,While printing blank ,,,,,,,,,,,
SHIJO,21-Nov-18,17640,Cash Customer,Cash Customer,L3050,EPSON,REPAIR,10:00 AM,12:00PM,CANCELLED,,,,,,,,,,,,
SHIJO,21-Nov-18,17642,Cash Customer,Cash Customer,L365,EPSON,REPAIR,12:00 PM,1:00PM,COMPLETED,,,,,,,,,,,,
SHIJO,21-Nov-18,17643,Cash Customer,Cash Customer,LQ 350,EPSON,REPAIR,12:00 PM,02:00 PM,CANCELLED,,,,,,,,,,,,
SHIJO,21-Nov-18,17556,ROYAL TASTE CATERING,ROYAL TASTE CATERING,L550,EPSON,REPAIR,02:00 PM,03:00 PM,QUOTE SEND,,,,,,,,,,,,
SHIJO,21-Nov-18,17557,ROYAL TASTE CATERING,ROYAL TASTE CATERING,L550,EPSON,REPAIR,03:00 PM,04:00 PM,QUOTE SEND,,,,,,,,,,,,
SHIJO,21-Nov-18,17283,Blue Bell Computers ,Blue Bell Computers ,L805,EPSON,REPAIR,04:00 PM,05:00 PM,COMPLETED,,,,,,,,,,,,
SHIJO,22-Nov-18,17518,High rise,High rise,D600,BROTHER,REPAIR,08:00 AM,09:00 AM,CANCELLED,,,,,,,,,,,,
SHIJO,22-Nov-18,17519,High rise,High rise,D600,BROTHER,REPAIR,09:00 AM,10:00am,CANCELLED,,,,,,,,,,,,
SHIJO,22-Nov-18,17304,Rascotec LLL,Rascotec LLL,L220,EPSON,REPAIR,10:00 AM,11:00 AM,WAITING PARTS,,,,,,,,,,,,
SHIJO,22-Nov-18,17556,ROYAL TASTE CATERING,ROYAL TASTE CATERING,L550,EPSON,REPAIR,11:00AM,12:00 PM,WAITING APPROVE QUOT,,,,,,,,,,,,
SHIJO,22-Nov-18,17428,Kamram/Super Cad trading LLC,Kamram/Super Cad trading LLC,LQ-2190,EPSON,REPAIR,12:00 PM,02:00 PM,TESTED,COLLECTED,,,,,,,,,,,
SHIJO,22-Nov-18,17557,ROYAL TASTE CATERING,ROYAL TASTE CATERING,L550,EPSON,REPAIR,02:00 PM,03:00 PM,WAITING APPROVE QUOT,,,,,,,,,,,,
SHIJO,22-Nov-18,17057,Eurotek,Eurotek,LQ350,EPSON,REPAIR,04:00 PM,05:00 PM,PARTS GET,COMPLETED,,,,,,,,,,,
SHIJO,25-Nov-18,17648,Hadeed Hardware & Tools,Hadeed Hardware & Tools,LQ-350,EPSON,REPAIR,08:00 AM,09:00 AM,COMPLETED,,,,,,,,,,,,
SHIJO,25-Nov-18,17333,SHAKOOR EH/DESERT GATE,SHAKOOR EH/DESERT GATE,L805,EPSON,CLAIMING,9:00AM,12:00 AM,COMPLETED,TESTED,,,,,,,,,,,
SHIJO,25-Nov-18,17331,BLUE TREE CLINICS,BLUE TREE CLINICS,L850,EPSON,CLAIMING,09:00 AM,10:00 AM,COMPLETE,,,,,,,,,,,,
SHIJO,25-Nov-18,17323,Computer Quest llc,Computer Quest llc,LQ-690 ,EPSON,CLAIMING,10:00 AM,11:00 AM,COMPLETE,,,,,,,,,,,,
SHIJO,25-Nov-18,17250,MICROLESS,MICROLESS,WF-7710,EPSON,CLAIMING,11:00 AM,12:00pm,COMPLETE,,,,,,,,,,,,
SHIJO,25-Nov-18,17271,Manal / Saad ,Manal / Saad ,L805,EPSON,CLAIMING,12:00 PM,01:00 PM,COMPLETE,,,,,,,,,,,,
SHIJO,25-Nov-18,17274,Mohammed Abdul,Mohammed Abdul,L-565 ,EPSON,CLAIMING,01:00 PM,02:00 PM,COMPLETE,,,,,,,,,,,,
SHIJO,25-Nov-18,17283,Blue king general trading,Blue king general trading,LQ-350,EPSON,CLAIMING,02:00 PM,03:00 PM,COMPLETE,,,,,,,,,,,,
SHIJO,25-Nov-18,17282,Ali Arslan,Ali Arslan,L-805,EPSON,REPAIR,03:00 PM,05:00 PM,COMPLETE,,,,,,,,,,,,
SHIJO,26-Nov-18,17518,High rise,High rise,D600,BROTHER,REPAIR,08:00 AM,09:00 AM,TESTED,,,,,,,,,,,,
SHIJO,26-Nov-18,17519,High rise,High rise,D600,BROTHER,REPAIR,09:00 AM,10:00am,TESTED,,,,,,,,,,,,
SHIJO,26-Nov-18,17304,Rascotec LLL,Rascotec LLL,L220,EPSON,REPAIR,10:00 AM,11:00 AM,COMPLETED,,,,,,,,,,,,
SHIJO,26-Nov-18,17556,ROYAL TASTE CATERING,ROYAL TASTE CATERING,L550,EPSON,REPAIR,11:00AM,12:00 PM,TESTED,,,,,,,,,,,,
SHIJO,26-Nov-18,17428,Kamram/Super Cad trading LLC,Kamram/Super Cad trading LLC,LQ-2190,EPSON,REPAIR,12:00 PM,02:00 PM,COMPLETED,,,,,,,,,,,,
SHIJO,26-Nov-18,17557,ROYAL TASTE CATERING,ROYAL TASTE CATERING,L550,EPSON,REPAIR,02:00 PM,03:00 PM,WAITING QUOTE APPROVE,,,,,,,,,,,,
SHIJO,26-Nov-18,16863,Grand PCD Trading,Grand PCD Trading,LQ-350,EPSON,REPAIR,03:00 PM,05:00 PM,TESTED,COMPLETED,,,,,,,,,,,
SHIJO,27-Nov-18,17247,EVER COOL,EVER COOL,L-3060,EPSON,CLAIMING,08.00AM,09:00 AM,CLAIMING,,,,,,,,,,,,
SHIJO,27-Nov-18,17255,Netsoft Computers LLC,Netsoft Computers LLC,LQ-2190,EPSON,CLAIMING,9:00am,10:00 AM,CLAIMING,,,,,,,,,,,,
SHIJO,27-Nov-18,6241,FABTECH FZE,FABTECH FZE,LQ-350,EPSON,CLAIMING,10:00am,11:00 AM,CLAIMING,,,,,,,,,,,,
SHIJO,27-Nov-18,6243,Mohammed syed,Mohammed syed,L-365,EPSON,CLAIMING,11:00 AM,12:00 PM,CLAIMING,,,,,,,,,,,,
SHIJO,27-Nov-18,6263,Eurotek,Eurotek,LQ-350,EPSON,REPAIR,12:00 PM,1:00pm,COMPLETED,NOT PRINTING,,,,,,,,,,,
SHIJO,27-Nov-18,6280,IMM CONSULTING FZE,IMM CONSULTING FZE,L-3060,EPSON,CLAIMING,01:00 PM,2:00pm,CLAIMING,,,,,,,,,,,,
SHIJO,27-Nov-18,6293,Al Malak Fruits and Vegetable trading,Al Malak Fruits and Vegetable trading,L220,EPSON,REPAIR,02:00 PM,05:00 PM,COMPLETED,,,,,,,,,,,,
SHIJO,28-N0v-18,17669,Fujairah Cement Industries  PJSC,Fujairah Cement Industries  PJSC,FX-890,EPSON,REPAIR,08:00 AM,09:00 AM,Quote sent,,,,,,,,,,,,
SHIJO,28-N0v-18,17680,Demo,Demo,RP9,HP,REPAIR,09:00 AM,10:00 AM,Completed,,,,,,,,,,,,
SHIJO,28-N0v-18,17323,Computer Quest llc,Computer Quest llc,LQ-690 ,EPSON,CLAIMING,10:00 AM,11:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,28-N0v-18,17250,MICROLESS,MICROLESS,WF-7710,EPSON,CLAIMING,11:00 AM,12:00pm,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,28-N0v-18,17271,Manal / Saad ,Manal / Saad ,L805,EPSON,CLAIMING,12:00 PM,01:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,28-N0v-18,17274,Mohammed Abdul,Mohammed Abdul,L-565 ,EPSON,CLAIMING,01:00 PM,02:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,28-N0v-18,17283,Blue king general trading,Blue king general trading,LQ-350,EPSON,CLAIMING,02:00 PM,03:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,28-N0v-18,17282,ALEARSEAR,ALEARSEAR,L-805,EPSON,CLAIMING,03:00 PM,05:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,29-Nov-18,17247,TECHNOXEN,TECHNOXEN,L386,EPSON,CLAIMING,08:00 AM,09:10 AM,CLAIMING,,CLAIMING,,,,,,,,,,
SHIJO,29-Nov-18,17255,SAIF ALMUTAWA,SAIF ALMUTAWA,L3050,EPSON,CLAIMING,09:10 AM,10:10 AM,CLAIMING,,,,,,,,,,,,
SHIJO,29-Nov-18,17428,RINKU,RINKU,LQ-2190,EPSON,CLAIMING,10:10 AM,11:15 AM,CLAIMING,,,,,,,,,,,,
SHIJO,29-Nov-18,17612,HAMSA,HAMSA,L-3050,EPSON,CLAIMING,11:15 AM,12:30 PM,CLAIMING,,,,,,,,,,,,
SHIJO,29-Nov-18,17587,SHANU,SHANU,L382 ,EPSON,CLAIMING,12:30 PM,1:45pm,CLAIMING,,,,,,,,,,,,
SHIJO,29-Nov-18,17495,DHANRAJ,DHANRAJ,L-3060,EPSON,CLAIMING,02:15 PM,5:00PM,CLAIMING,,,,,,,,,,,,
SHIJO,30-Nov-18,27969,RTA,RTA,AV,EPSON,ASSEMBLING RACK,09.00 AM,09.00PM,ASSEMBLING,,,,,,,,,,,,
SHIJO,03-Dec-19,27969,RTA,RTA,AV,EPSON,ASSEMBLING RACK,09.00AM,08.00PM,ASSEMBLING,,,,,,,,,,,,
SHIJO,04-Dec-18,16863,Grand PCD Trading,Grand PCD Trading,LQ-350,EPSON,REPAIR,08:00 AM,09:00 AM,Parts Waiting,,,,,,,,,,,,
SHIJO,04-Dec-18,17482,Blue king general trading,Blue king general trading,LQ-350,EPSON,REPAIR,09:00 AM,10:00am,COMPLETED,,,,,,,,,,,,
SHIJO,04-Dec-18,17323,Computer Quest llc,Computer Quest llc,LQ-690 ,EPSON,CLAIMING,10:00 AM,11:00 AM,COMPLETE,,,,,,,,,,,,
SHIJO,04-Dec-18,17250,MICROLESS,MICROLESS,WF-7710,EPSON,CLAIMING,11:00 AM,12:00pm,COMPLETE,,,,,,,,,,,,
SHIJO,04-Dec-18,17271,Manal / Saad ,Manal / Saad ,L805,EPSON,CLAIMING,12:00 PM,01:00 PM,COMPLETE,,,,,,,,,,,,
SHIJO,04-Dec-18,17274,Mohammed Abdul,Mohammed Abdul,L-565 ,EPSON,CLAIMING,01:00 PM,02:00 PM,COMPLETE,,,,,,,,,,,,
SHIJO,04-Dec-18,17283,Blue king general trading,Blue king general trading,LQ-350,EPSON,CLAIMING,02:00 PM,03:00 PM,COMPLETE,,,,,,,,,,,,
SHIJO,04-Dec-18,17689,Red Tag,Red Tag,RP9015,HP,REPAIR,3:00pm,04:00 PM,Completed,,,,,,,,,,,,
SHIJO,04-Dec-18,27969,RTA,RTA,AV,,ASSEMBLING RACK,04.00PM,06.30PM,Completed,,,,,,,,,,,,
SHIJO,05-Dec-18,17555,Granitigres Ceramics Trading LLC,Granitigres Ceramics Trading LLC,L355 ,EPSON,REPAIR,08:00 AM,09:00 AM,completed,,,,,,,,,,,,
SHIJO,05-Dec-18,17556,ROYAL TASTE CATERING,ROYAL TASTE CATERING,L550,EPSON,REPAIR,09:00 AM,10:00am,qoute sent,,,,,,,,,,,,
SHIJO,05-Dec-18,17557,ROYAL TASTE CATERING,ROYAL TASTE CATERING,L550,EPSON,REPAIR,10:00 AM,11:00 AM,quote sent,,,,,,,,,,,,
SHIJO,05-Dec-18,17570,Mabrook Computers & Electronics LLC,Mabrook Computers & Electronics LLC,L805,EPSON,REPAIR,11:00 AM,12:00pm,completed,,,,,,,,,,,,
SHIJO,05-Dec-18,17578,Reem Emirates Computer,Reem Emirates Computer,LX-350,EPSON,REPAIR,12:00 PM,01:00 PM,completed,,,,,,,,,,,,
SHIJO,05-Dec-18,17587,Grand PCD Trading,Grand PCD Trading,L382 ,EPSON,REPAIR,01:00 PM,02:00 PM,completed,,,,,,,,,,,,
SHIJO,05-Dec-18,27969,RTA,RTA,AV,,ASSEMBLING RACK,02:00 PM,6:30pm,COMPLETED,,,,,,,,,,,,
SHIJO,06-Dec-18,17388,Cash Customer,Cash Customer,L805,EPSON,REPAIR,8:00am,9:00am,completed,not working,,,,,,,,,,,
SHIJO,06-Dec-18,17335,Global Logistics Services LLC,Global Logistics Services LLC,L565,EPSON,REPAIR,9:00am,10:10am,COMPLETED,TWO LIGHT BLINGKING- TRAY POROUS PAD,,,,,,,,,,,
SHIJO,06-Dec-18,17432,EVER COOL,EVER COOL,L-3060,EPSON,REPAIR,10:10 AM,11:15 AM,COMPLETED,NOT PRINTING PROPERLY,,,,,,,,,,,
SHIJO,06-Dec-18,5036,CASH CUSTOMER,CASH CUSTOMER,L365,EPSON,REPAIR,11:15 AM,12:30 PM,completed,printing problem,,,,,,,,,,,
SHIJO,06-Dec-18,17428,Kamram/Super Cad trading LLC,Kamram/Super Cad trading LLC,LQ-2190,EPSON,REPAIR,12:30 PM,1:45pm,ABNORMAL PRINTING,WAITING PARTS,,,,,,,,,,,
SHIJO,06-Dec-18,5037,Far East Hardware,Far East Hardware,LQ350,EPSON,REPAIR,02:15 PM,3:00PM,completed,printing problem,,,,,,,,,,,
SHIJO,06-Dec-18,27969,RTA,RTA,AV,,ASSEMBLING RACK,03.00PM,06.00PM,ASSEMBLING,,,,,,,,,,,,
SHIJO,09-Dec-18,6306,Sara Trident Emirates LLC,Sara Trident Emirates LLC,LQ-2190,EPSON,CLAIMING,08.00AM,09:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,09-Dec-18,6320,Nova Prints,Nova Prints,LX-350,EPSON,CLAIMING,9:00am,10:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,09-Dec-18,6333,Express Computer,Express Computer,LQ-690,EPSON,CLAIMING,10:00am,11:00 AM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,09-Dec-18,17167,TASHEEL RAS AL KHOR,TASHEEL RAS AL KHOR,LQ350,EPSON,CLAIMING,11:00 AM,12:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,09-Dec-18,6356,Mega Speed System LLC,Mega Speed System LLC,L1300,EPSON,CLAIMING,12:00 PM,1:00pm,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,09-Dec-18,17193,Armur Welding,Armur Welding,lq350,EPSON,CLAIMING,01:00 PM,2:00pm,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,09-Dec-18,17203,Al Rashidiya computers,Al Rashidiya computers,LQ-2190,EPSON,CLAIMING,02:00 PM,03:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,09-Dec-18,17234,Al Shasha Computer LLC,Al Shasha Computer LLC,L386,EPSON,CLAIMING,03:00 PM,04:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,09-Dec-18,17233,Al Shasha Computer LLC,Al Shasha Computer LLC,L386,EPSON,CLAIMING,04:00 PM,05:00 PM,COMPLETE,,CLAIMING,,,,,,,,,,
SHIJO,10-Dec-18,6987,Louay Mardam Bek Events Organizer LLC,Louay Mardam Bek Events Organizer LLC,L355 ,EPSON,REPAIR,08:00 AM,11:00 AM,complete,,,,,,,,,,,,
SHIJO,10-Dec-18,17708,STARWORLD  Stationery LLC,STARWORLD  Stationery LLC,L382 ,EPSON,REPAIR,11:00 AM,1:00pm,Pending,,,,,,,,,,,,
SHIJO,10-Dec-18,17709,ASAD HUSSAIN ALI ,ASAD HUSSAIN ALI ,L4150,EPSON,REPAIR,01:00 PM,02:00 PM,Completed,,,,,,,,,,,,
SHIJO,10-Dec-18,17710,"SJ COMPUTERS, Naif","SJ COMPUTERS, Naif",LQ-690,EPSON,REPAIR,02:00 PM,3:00pm,Completed,,,,,,,,,,,,
SHIJO,10-Dec-18,17711,Fujairah Cement Industries  PJSC,Fujairah Cement Industries  PJSC,LQ-2180,EPSON,REPAIR,3:00pm,04:00 PM,quoted,,,,,,,,,,,,
SHIJO,10-Dec-18,17714,Color Works Computer LLC,Color Works Computer LLC,LQ-2190,EPSON,REPAIR,04:00 PM,5:00pm,Completed/inf,,,,,,,,,,,,
SHIJO,11-Dec-18,17247,EVER COOL,EVER COOL,L-3060,EPSON,CLAIMING,08.00AM,09:00 AM,CLAIMING,,CLAIMING,,,,,,,,,,
SHIJO,11-Dec-18,17255,Netsoft Computers LLC,Netsoft Computers LLC,LQ-2190,EPSON,CLAIMING,9:00am,10:00 AM,CLAIMING,,CLAIMING,,,,,,,,,,
SHIJO,11-Dec-18,6241,FABTECH FZE,FABTECH FZE,LQ-350,EPSON,CLAIMING,10:00am,11:00 AM,CLAIMING,,CLAIMING,,,,,,,,,,
SHIJO,11-Dec-18,6243,Mohammed syed,Mohammed syed,L-365,EPSON,CLAIMING,11:00 AM,12:00 PM,CLAIMING,,CLAIMING,,,,,,,,,,
SHIJO,11-Dec-18,6263,Eurotek,Eurotek,LQ-350,EPSON,REPAIR,12:00 PM,1:00pm,COMPLETED,NOT PRINTING,,,,,,,,,,,
SHIJO,11-Dec-18,6280,IMM CONSULTING FZE,IMM CONSULTING FZE,L-3060,EPSON,CLAIMING,01:00 PM,2:00pm,CLAIMING,,CLAIMING,,,,,,,,,,
SHIJO,11-Dec-18,6293,Dar Al Taqa Technical Contracting LLC,Dar Al Taqa Technical Contracting LLC,L220,EPSON,REPAIR,02:00 PM,05:00 PM,COMPLETED,,,,,,,,,,,,
SHIJO,12-Dec-18,17725,"Al Afaq Al Aribiha Building contrating, Sharjah","Al Afaq Al Aribiha Building contrating, Sharjah",L565,EPSON,REPAIR,08:00 AM,09:00 AM,completed,,,,,,,,,,,,
SHIJO,12-Dec-18,17255,Netsoft Computers LLC,Netsoft Computers LLC,LQ-2190,EPSON,CLAIMING,9:00am,10:00 AM,COMPLETED,,,,,,,,,,,,
SHIJO,12-Dec-18,6241,FABTECH FZE,FABTECH FZE,LQ-350,EPSON,CLAIMING,10:00am,11:00 AM,CLAIMING,,CLAIMING,,,,,,,,,,
SHIJO,12-Dec-18,6243,Mohammed syed,Mohammed syed,L-365,EPSON,CLAIMING,11:00 AM,12:00 PM,CLAIMING,,CLAIMING,,,,,,,,,,
SHIJO,12-Dec-18,6263,Dhanraj b katte,Dhanraj b katte,l-3060,EPSON,REPAIR,12:00 PM,1:00pm,NOT PRINTING,COMPLETED,CLAIMING,,,,,,,,,,
SHIJO,12-Dec-18,6280,IMM CONSULTING FZE,IMM CONSULTING FZE,L-3060,EPSON,CLAIMING,01:00 PM,5:00pm,CLAIMING,,CLAIMING,,,,,,,,,,
SHIJO,13-Dec-18,16863,Grand PCD Trading,Grand PCD Trading,LQ-350,EPSON,REPAIR,08:00 AM,09:00 AM,Collected,,,,,,,,,,,,
SHIJO,13-Dec-18,17482,Blue king general trading,Blue king general trading,LQ-350,EPSON,REPAIR,09:00 AM,10:00am,TESTED,,,,,,,,,,,,
SHIJO,13-Dec-18,17428,Kamram/Super Cad trading LLC,Kamram/Super Cad trading LLC,LQ-2190,EPSON,REPAIR,10:00 AM,11:00 AM,COLECTED,,,,,,,,,,,,
SHIJO,13-Dec-18,17404,Daneel/Ali,Daneel/Ali,L382,EPSON,REPAIR,11:00AM,12:00 PM,TESTED,,,,,,,,,,,,
SHIJO,13-Dec-18,17448,INTIDHAR ALAM COMPUTERS SPARE PARTS TRADING,INTIDHAR ALAM COMPUTERS SPARE PARTS TRADING,L3050,EPSON,REPAIR,12:00 PM,02:00 PM,COMPLETD,,,,,,,,,,,,
SHIJO,13-Dec-18,17398,True Value Computers LLC,True Value Computers LLC,L365,EPSON,REPAIR,02:00 PM,03:00 PM,Collected,,,,,,,,,,,,
SHIJO,13-Dec-18,17256,Legoland,Legoland,LQ690,EPSON,REPAIR,03:00 PM,04:00 PM,CLAIMED,,,,,,,,,,,,
SHIJO,13-Dec-18,17057,Eurotek,Eurotek,LQ350,EPSON,REPAIR,04:00 PM,05:00 PM,COLLECTED,,,,,,,,,,,,
SHIJO,16-Dec-18,7014,New Port Ttrading,New Port Ttrading,L1300,EPSON,REPAIR,8:00am,09:00 AM,TESTED,,,,,,,,,,,,
SHIJO,16-Dec-18,5088/5152,Sasha Computers LLC,Sasha Computers LLC,L382,EPSON,REPAIR,09:00 AM,10:00am,collected,connecting issue,,,,,,,,,,,
SHIJO,16-Dec-18,5098,Cash customer,Cash customer,L365,EPSON,REPAIR,10:00 AM,12:00pm,Completed,Wifi not connected properly,,,,,,,,,,,
SHIJO,16-Dec-18,5103,Al sayegh Group,Al sayegh Group,LQ 690,EPSON,REPAIR,12:00pm,02:00 PM,Completed,Alignment issue,,,,,,,,,,,
SHIJO,16-Dec-18,5104/ 5107,Bright Apollo,Bright Apollo,L365,EPSON,REPAIR,02:00 PM,05:00 PM,Completed,Not working,,,,,,,,,,,
SHIJO,17-Dec-18,17740,Jacky electronics,Jacky electronics,L805,EPSON,REPAIR,8:00am,9:00am,pending,,,,,,,,,,,,
SHIJO,17-Dec-18,17741,Jacky electronics,Jacky electronics,L1800,Epson,REPAIR,9:00am,10:00 AM,pending,,,,,,,,,,,,
SHIJO,17-Dec-18,17595,"G-Tech Advanced Systems LLC
","G-Tech Advanced Systems LLC
",LQ-690,EPSON,REPAIR,10:00 AM,11:00 AM,completed,,,,,,,,,,,,
SHIJO,17-Dec-18,17600,Foster International Trading,Foster International Trading,LQ-350 ,EPSON,REPAIR,11:00AM,12:00 PM,tested,,,,,,,,,,,,
SHIJO,17-Dec-18,17611,Cash custer,Cash custer,L-365,EPSON,REPAIR,12:00 PM,02:00 PM,collected,,,,,,,,,,,,
SHIJO,17-Dec-18,17612,Vision Tech System International,Vision Tech System International,L-3050,EPSON,REPAIR,02:00 PM,03:00 PM,completed,,,,,,,,,,,,
SHIJO,17-Dec-18,17643,Cash custer,Cash custer,L365,EPSON,REPAIR,03:00 PM,04:00 PM,canCELLED,,,,,,,,,,,,
